001	001	Bulbasaur	64	0	0	0	1	0	0	1
002	002	Ivysaur	142	0	0	0	1	1	0	2
003	003	Venusaur	236	0	0	0	2	1	0	3
004	004	Charmander	62	0	0	0	0	0	1	1
005	005	Charmeleon	142	0	0	0	1	0	1	2
006	006	Charizard	240	0	0	0	3	0	0	3
007	007	Squirtle	63	0	0	1	0	0	0	1
008	008	Wartortle	142	0	0	1	0	1	0	2
009	009	Blastoise	239	0	0	0	0	3	0	3
010	010	Caterpie	39	1	0	0	0	0	0	1
011	011	Metapod	72	0	0	2	0	0	0	2
012	012	Butterfree	173	0	0	0	2	1	0	3
013	013	Weedle	39	0	0	0	0	0	1	1
014	014	Kakuna	72	0	0	2	0	0	0	2
015	015	Beedrill	173	0	2	0	0	1	0	3
016	016	Pidgey	50	0	0	0	0	0	1	1
017	017	Pidgeotto	122	0	0	0	0	0	2	2
018	018	Pidgeot	211	0	0	0	0	0	3	3
019	019	Rattata	51	0	0	0	0	0	1	1
020	020	Raticate	145	0	0	0	0	0	2	2
021	021	Spearow	52	0	0	0	0	0	1	1
022	022	Fearow	155	0	0	0	0	0	2	2
023	023	Ekans	58	0	1	0	0	0	0	1
024	024	Arbok	153	0	2	0	0	0	0	2
025	025	Pikachu	105	0	0	0	0	0	2	2
026	026	Raichu	214	0	0	0	0	0	3	3
027	027	Sandshrew	60	0	0	1	0	0	0	1
028	028	Sandslash	158	0	0	2	0	0	0	2
029	029	Nidoran♀	55	1	0	0	0	0	0	1
030	030	Nidorina	128	2	0	0	0	0	0	2
031	031	Nidoqueen	223	3	0	0	0	0	0	3
032	032	Nidoran♂	55	0	1	0	0	0	0	1
033	033	Nidorino	128	0	2	0	0	0	0	2
034	034	Nidoking	223	0	3	0	0	0	0	3
035	035	Clefairy	113	2	0	0	0	0	0	2
036	036	Clefable	213	3	0	0	0	0	0	3
037	037	Vulpix	60	0	0	0	0	0	1	1
038	038	Ninetales	177	0	0	0	0	1	1	2
039	039	Jigglypuff	95	2	0	0	0	0	0	2
040	040	Wigglytuff	191	3	0	0	0	0	0	3
041	041	Zubat	49	0	0	0	0	0	1	1
042	042	Golbat	159	0	0	0	0	0	2	2
043	043	Oddish	64	0	0	0	1	0	0	1
044	044	Gloom	138	0	0	0	2	0	0	2
045	045	Vileplume	216	0	0	0	3	0	0	3
046	046	Paras	57	0	1	0	0	0	0	1
047	047	Parasect	142	0	2	1	0	0	0	3
048	048	Venonat	61	0	0	0	0	1	0	1
049	049	Venomoth	158	0	0	0	1	0	1	2
050	050	Diglett	53	0	0	0	0	0	1	1
051	051	Dugtrio	142	0	0	0	0	0	2	2
052	052	Meowth	58	0	0	0	0	0	1	1
053	053	Persian	154	0	0	0	0	0	2	2
054	054	Psyduck	64	0	0	0	1	0	0	1
055	055	Golduck	175	0	0	0	2	0	0	2
056	056	Mankey	61	0	1	0	0	0	0	1
057	057	Primeape	159	0	2	0	0	0	0	2
058	058	Growlithe	70	0	1	0	0	0	0	1
059	059	Arcanine	194	0	2	0	0	0	0	2
060	060	Poliwag	60	0	0	0	0	0	1	1
061	061	Poliwhirl	135	0	0	0	0	0	2	2
062	062	Poliwrath	225	0	0	3	0	0	0	3
063	063	Abra	62	0	0	0	1	0	0	1
064	064	Kadabra	140	0	0	0	2	0	0	2
065	065	Alakazam	221	0	0	0	3	0	0	3
066	066	Machop	61	0	1	0	0	0	0	1
067	067	Machoke	142	0	2	0	0	0	0	2
068	068	Machamp	227	0	3	0	0	0	0	3
069	069	Bellsprout	60	0	1	0	0	0	0	1
070	070	Weepinbell	137	0	2	0	0	0	0	2
071	071	Victreebel	216	0	3	0	0	0	0	3
072	072	Tentacool	67	0	0	0	0	1	0	1
073	073	Tentacruel	180	0	0	0	0	2	0	2
074	074	Geodude	60	0	0	1	0	0	0	1
075	075	Graveler	137	0	0	2	0	0	0	2
076	076	Golem	218	0	0	3	0	0	0	3
077	077	Ponyta	82	0	0	0	0	0	1	1
078	078	Rapidash	175	0	0	0	0	0	2	2
079	079	Slowpoke	63	1	0	0	0	0	0	1
080	080	Slowbro	172	0	0	2	0	0	0	2
081	081	Magnemite	65	0	0	0	1	0	0	1
082	082	Magneton	163	0	0	0	2	0	0	2
083	083	Farfetch'd	123	0	1	0	0	0	0	1
084	084	Doduo	62	0	1	0	0	0	0	1
085	085	Dodrio	161	0	2	0	0	0	0	2
086	086	Seel	65	0	0	0	0	1	0	1
087	087	Dewgong	166	0	0	0	0	2	0	2
088	088	Grimer	65	1	0	0	0	0	0	1
089	089	Muk	175	1	1	0	0	0	0	2
090	090	Shellder	61	0	0	1	0	0	0	1
091	091	Cloyster	184	0	0	2	0	0	0	2
092	092	Gastly	62	0	0	0	1	0	0	1
093	093	Haunter	142	0	0	0	2	0	0	2
094	094	Gengar	225	0	0	0	3	0	0	3
095	095	Onix	77	0	0	1	0	0	0	1
096	096	Drowzee	66	0	0	0	0	1	0	1
097	097	Hypno	169	0	0	0	0	2	0	2
098	098	Krabby	65	0	1	0	0	0	0	1
099	099	Kingler	166	0	2	0	0	0	0	2
100	100	Voltorb	66	0	0	0	0	0	1	1
101	101	Electrode	168	0	0	0	0	0	2	2
102	102	Exeggcute	65	0	0	1	0	0	0	1
103	103	Exeggutor	182	0	0	0	2	0	0	2
104	104	Cubone	64	0	0	1	0	0	0	1
105	105	Marowak	149	0	0	2	0	0	0	2
106	106	Hitmonlee	159	0	2	0	0	0	0	2
107	107	Hitmonchan	159	0	0	0	0	2	0	2
108	108	Lickitung	77	2	0	0	0	0	0	2
109	109	Koffing	68	0	0	1	0	0	0	1
110	110	Weezing	172	0	0	2	0	0	0	2
111	111	Rhyhorn	69	0	0	1	0	0	0	1
112	112	Rhydon	170	0	2	0	0	0	0	2
113	113	Chansey	395	2	0	0	0	0	0	2
114	114	Tangela	87	0	0	1	0	0	0	1
115	115	Kangaskhan	172	2	0	0	0	0	0	2
116	116	Horsea	59	0	0	0	1	0	0	1
117	117	Seadra	154	0	0	1	1	0	0	2
118	118	Goldeen	64	0	1	0	0	0	0	1
119	119	Seaking	158	0	2	0	0	0	0	2
120	120	Staryu	68	0	0	0	0	0	1	1
121	121	Starmie	182	0	0	0	0	0	2	2
122	122	Mr. Mime	161	0	0	0	0	2	0	2
123	123	Scyther	100	0	1	0	0	0	0	1
124	124	Jynx	159	0	0	0	2	0	0	2
125	125	Electabuzz	172	0	0	0	0	0	2	2
126	126	Magmar	173	0	0	0	2	0	0	2
127	127	Pinsir	175	0	2	0	0	0	0	2
128	128	Tauros	172	0	1	0	0	0	1	2
129	129	Magikarp	40	0	0	0	0	0	1	1
130	130	Gyarados	189	0	2	0	0	0	0	2
131	131	Lapras	187	2	0	0	0	0	0	2
132	132	Ditto	101	1	0	0	0	0	0	1
133	133	Eevee	65	0	0	0	0	1	0	1
134	134	Vaporeon	184	2	0	0	0	0	0	2
135	135	Jolteon	184	0	0	0	0	0	2	2
136	136	Flareon	184	0	2	0	0	0	0	2
137	137	Porygon	79	0	0	0	1	0	0	1
138	138	Omanyte	71	0	0	1	0	0	0	1
139	139	Omastar	173	0	0	2	0	0	0	2
140	140	Kabuto	71	0	0	1	0	0	0	1
141	141	Kabutops	173	0	2	0	0	0	0	2
142	142	Aerodactyl	180	0	0	0	0	0	2	2
143	143	Snorlax	189	2	0	0	0	0	0	2
144	144	Articuno	261	0	0	0	0	3	0	3
145	145	Zapdos	261	0	0	0	3	0	0	3
146	146	Moltres	261	0	0	0	3	0	0	3
147	147	Dratini	60	0	1	0	0	0	0	1
148	148	Dragonair	147	0	2	0	0	0	0	2
149	149	Dragonite	270	0	3	0	0	0	0	3
150	150	Mewtwo	306	0	0	0	3	0	0	3
151	151	Mew	270	3	0	0	0	0	0	3
152	152	Chikorita	64	0	0	0	0	1	0	1
